,Course,Description,Image,Instructor,Link,Price,PrimaryCategory,PrimaryCategoryID,PrimarySubcategory,PrimarySubcategoryID,Rating
1550,Clear and Simple VMware vSphere Certified Associate 6 (VCA6),"Want to learn about VMware vSphere? This is the ideal course for beginners, and aligns to the VCA6-DCV blueprint.",https://udemy-images.udemy.com/course/480x270/1225172_304e_5.jpg,Rick Crisci,/rick-crisci-vca6/,$24.99,IT & Software,294,IT Certification,132,4.74
1551,"Master Planning: Plan Your Day, Week, Month, Quarter & Year","5-in-1 Course Bundle: Get the Ultimate System for Planning Your Week, Month, Quarter and Year in 60 Minutes Each.",https://udemy-images.udemy.com/course/480x270/1052294_1a6a.jpg,Timothy Kenny,/master-planning/,$199.99,Personal Development,296,Productivity,144,4.29
1552,Ionic 2 Crash Course: Learn Ionic2 Fundamentals in 1.5 Hours,Use Your Angular 2+  Skills to Build and Deploy Mobile Apps to iOS and Android Devices,https://udemy-images.udemy.com/course/480x270/1223380_9d44.jpg,Mosh Hamedani,/ionic2-tutorial/,$74.99,Development,288,Mobile Apps,10,4.59
1553,"Java Web Services Masterclass with SOAP, REST, Spring & XML","Learn to develop Java Web Services with RESTful API and SOAP in just 1 week. JSON, Maven, JAX-WS, Apache, JAXB & more!",https://udemy-images.udemy.com/course/480x270/1530886_a460.jpg,The Startup Central Inc.,/javawebservices/,$189.99,IT & Software,294,Network & Security,134,4.0
1554,The Complete Video Editing Course With Wondershare Filmora,Learn Video Editing & Filmmaking Like A Pro Using Filmora Video Editor With These Easy-To-Follow Step By Step Tutorial.,https://udemy-images.udemy.com/course/480x270/1241622_2cbb_2.jpg,Masuk Sarker Batista,/wondershare-filmora/,$194.99,Photography,273,Video Design,218,4.54
1555,Productivity Hacks: Free Up Your Time & Live Better,Stop trying to do it all and focus on what really matters with the help of these practical time-saving strategies.,https://udemy-images.udemy.com/course/480x270/189086_7e31_15.jpg,Joel Widmer,/productivity-hacks/,$124.99,Personal Development,296,Productivity,144,4.35
1556,Adobe InDesign CC Complete Course: Learn InDesign Projects,"Master Adobe InDesign Creative Cloud 2018: Design an interactive lookbook, annual report, poster, and more in InDesign.",https://udemy-images.udemy.com/course/480x270/1256448_2a23_5.jpg,"Chad Neuman, Ph.D.",/complete-adobe-indesign-course/,$199.99,Design,269,Design Tools,112,4.74
1557,Professional Accredited EFT Diploma Course - Tapping To Heal,Using the powerful tools of EFT - Emotional Freedom Technique to release core issues. Quick & Powerful techniques!,https://udemy-images.udemy.com/course/480x270/1547484_1589.jpg,Karen E Wells,/professional-accredited-eft-diploma-course-tapping-to-heal/,$94.99,Personal Development,296,Happiness,156,4.82
1558,Communication Skills for Beginners,Start Building Your Communication Skills Now,https://udemy-images.udemy.com/course/480x270/1551970_1d52_3.jpg,TJ Walker,/communication-skills-for-beginners-d/,$49.99,Business,268,Communications,28,4.61
1559,Facebook Messenger Marketing: The Complete Facebook Course,#1 Facebook Messenger Marketing Course - The Complete Course for Everyone Who Wants to Explore New Marketing Strategies,https://udemy-images.udemy.com/course/480x270/1463918_1cc2.jpg,Leon Chaudhari,/facebook-messenger-marketing-the-complete-facebook-course/,$199.99,Marketing,290,Social Media Marketing,66,4.61
1560,Python Algo Stock Trading: Automate Your Trading!,Learn to Automate Trading Stocks And Investing Strategies:  Go From Beginner To Algorithmic Trader!,https://udemy-images.udemy.com/course/480x270/1170894_0aee_3.jpg,Nathan Krieger,/algorithmic-stock-trading-bootcamp-automate-your-trading/,$94.99,Business,268,Finance,24,4.24
1561,The Complete MailChimp Email Marketing Course,"Learn how to use Mailchimp, grow an email subscriber list and build high quality email marketing campaigns!",https://udemy-images.udemy.com/course/480x270/573994_a4a8.jpg,Justin OBrien,/mailchimp-email-marketing/,$49.99,Marketing,290,Advertising,76,4.52
1562,"Powershell and Active Directory Users, Computers, Groups","Learn in depth how to manage, configure and modify Users, Computers, Groups, Group Policies in detail with PowerShell",https://udemy-images.udemy.com/course/480x270/1437650_64ec_7.jpg,Vitalii Shumylo,/ad-with-powershell-focus-on-users-computers-groups-gpos/,$119.99,IT & Software,294,Operating Systems,138,4.53
1563,The Foundations of Computer Design,Learn how basic computers are designed - a fundamental topic in computer science,https://udemy-images.udemy.com/course/480x270/1164182_d150.jpg,Brian Scotto,/the-foundations-of-computer-design/,$194.99,IT & Software,294,Hardware,136,4.43
1564,Houdini: Complete Visual Effects Creation Course,Learn how to create Visual Effects in the most powerful 3D application in the world.,https://udemy-images.udemy.com/course/480x270/1227634_053c_11.jpg,Raffi Bedross,/houdini-create-full-cg-chocolate-commercial-in-houdini/,$199.99,Design,269,3D & Animation,120,4.6
1565,iOS 8 Mobile App Design:  UI & UX Design From Scratch,A step by step guide to design amazing iOS 8 apps from scratch. Go from zero experience to pro mobile app designer.,https://udemy-images.udemy.com/course/480x270/353140_66d8_12.jpg,Andrew Eddy,/design-ios-8-apps-from-scratch/,$19.99,Design,269,User Experience,114,4.24
1566,Writing Great Fantasy: World Building Workshop,Writing fantasy: The step-by-step method to writing a believable and compelling world that will enchant your readers,https://udemy-images.udemy.com/course/480x270/1349980_749c_2.jpg,Jason Link,/world-building-workshop-for-fantasy-writing/,$199.99,Personal Development,296,Creativity,164,4.71
1567,Experience Design Patterns In Java,Learn to write better software by understanding common problems and applying design patterns for a better solution.,https://udemy-images.udemy.com/course/480x270/145470_cdaa_6.jpg,Stijn De Mulder,/experience-design-patterns/,$94.99,Development,288,Software Engineering,20,4.23
1568,A Complete Cryptocurrency Trading & Investing Course + eBook,"Buy & Sell Bitcoin and Altcoins on the Exchanges, Crypto Mining, Market Research & Analysis, ICO Investing & much more",https://udemy-images.udemy.com/course/480x270/1425924_c2a5.jpg,Aedan Kelly,/cryptomeister-introductory-course-in-cryptocurrency-trading-investing/,$149.99,Business,268,Finance,24,4.2
1569,The iOS 10 Developer Bootcamp: Master Swift and Objective-C,"This 60+ hours iOS course is the only course you'll ever need to learn Swift 3, Objective-C .",https://udemy-images.udemy.com/course/480x270/1062284_9f5b_2.jpg,Morteza Kordi,/ios-10-bootcamp-swift-objective-c-tutorial/,$199.99,Development,288,Mobile Apps,10,4.48
1570,"Algebra 1, 2, & 3 - Intermediate & College Level Course","Algebra Review - Slope, Graphing Linear Equations, Exponents, Factoring, Solving Quadratic Equations, & Radicals",https://udemy-images.udemy.com/course/480x270/1148732_bf16_3.jpg,Mr. Julio Gonzalez,/algebracourse7245/,$199.99,Academics,300,Math & Science,378,4.51
1571,Scratch Game Programming for Young Adults,A fun guide to programming for kids & teens or adults who want to help kids learn to code.,https://udemy-images.udemy.com/course/480x270/830298_f8f8_4.jpg,Al Sweigart,/scratch-game-programming/,$34.99,Academics,300,Math & Science,378,4.66
1572,"Leadership, management & entrepreneurship in the 21 Century","Combining leadership, management & entrepreneurship skills, discover the 21 Principles of 21st Century Leadership.",https://udemy-images.udemy.com/course/480x270/51345_a420_28.jpg,Leadapreneur Academy,/the21principles/,$74.99,Business,268,Management,30,4.49
1573,C Programming - Complete Tutorial For Beginners,"Learn C programming language for beginners in easy & effective steps, practical approach, will prepare you for interview",https://udemy-images.udemy.com/course/480x270/512470_7b67_2.jpg,Shibaji Paul,/c-for-technical-interview/,$94.99,Development,288,Programming Languages,12,4.58
1574,Amazon FBA Private Label: How I Made 15k Within FIRST MONTH,"Private Labeling With FBA, Simple, Effective, and Competitive. Beginner, Intermediate Sellers, AND International Sellers",https://udemy-images.udemy.com/course/480x270/1484078_4c8d_3.jpg,Tomer Ram,/amazon-fba-pl-how-i-made-10k-within-first-monthtight-budget/,$194.99,Business,268,Entrepreneurship,26,4.79
1575,"React, Redux, & Enzyme - Introducing Apps & Tests","Build 3 React apps with full tests. Get in demand by adding Jest, Enzyme, ES6, React JS, and Redux to your skill set!",https://udemy-images.udemy.com/course/480x270/1320788_2b35.jpg,David Katz,/react-testing/,$99.99,Development,288,Web Development,8,4.39
1576,Long Exposure Photography: Shoot Your Own Stunning Photos,A quick start long exposure tutorial that will get you shooting beautiful photographs with your DSLR and iPhone cameras.,https://udemy-images.udemy.com/course/480x270/673836_f50c.jpg,Phil Ebiner,/long-exposure-photography-tutorial/,$99.99,Photography,273,Digital Photography,370,4.48
1577,Bitcoin Advanced Level: Transactions,"Learn what Bitcoin transactions are, how they work and how they are structured.",https://udemy-images.udemy.com/course/480x270/1413060_e8d6.jpg,George Levy,/bitcoin-advanced-level-transactions/,$94.99,Business,268,Other,60,4.72
1578,Big Data Hadoop - The Complete Course,"Learn BIG DATA HADOOP Hands-on from Global Experts -  Apache Hadoop, HDFS, Map Reduce, YARN, Hive, PIG, Impala, Scoop",https://udemy-images.udemy.com/course/480x270/940120_7175_2.jpg,"TELCOMA! 42,000+ Students!",/big-data-hadoop-the-complete-course/,$179.99,IT & Software,294,Other,140,3.37
1579,Publish Your Video Content with Amazon Video Direct,"Learn how to easily monetize your own video content by uploading to Amazon Video Direct, Amazon's new video platform!",https://udemy-images.udemy.com/course/480x270/848412_732c.jpg,Phil Ebiner,/amazon-video-direct-course/,$99.99,Business,268,Media,52,4.6
1580,Blender Character Modeling For Beginners HD,Learn to Model a 3D Character In Blender,https://udemy-images.udemy.com/course/480x270/1183078_0d7d_3.jpg,Riven Phoenix,/blender-character-modeling-for-beginners-hd/,$19.99,Design,269,3D & Animation,120,4.76
1581,Serverless Architecture on Amazon Web Services,"Deploy Serverless Applications on AWS utilizing DynamoDB, Lambda, API Gateway and S3 in 30 minutes",https://udemy-images.udemy.com/course/480x270/1023062_948a_4.jpg,Mahmoud Matouk,/serverless-architecture-on-aws/,$49.99,Development,288,Web Development,8,4.24
1582,Music Production I - Learn to be a Music Producer!,Learn how to become a recording/music production engineer with little to no knowledge! Record music like a pro!,https://udemy-images.udemy.com/course/480x270/1024722_23e6_6.jpg,Mitch Houston,/music-production/,$199.99,Music,278,Production,298,4.62
1583,Job Interviewing: Complete Job Interview Success Course 6HR,Job Interviewing is critical. Learn all key Job Interview skills + demo on answering specific job interview questions.,https://udemy-images.udemy.com/course/480x270/730594_ff25_3.jpg,"Steve Ballinger, MBA",/job-interview-mastery/,$199.99,Personal Development,296,Career Development,150,4.38
1584,Learn By Example: Scala,65 examples that will bring Scala to life for you,https://udemy-images.udemy.com/course/480x270/927606_9930_2.jpg,Loony Corn,/learn-by-example-scala/,$99.99,Development,288,Programming Languages,12,4.2
1585,AWS MasterClass: Storage & CDN - AWS S3 & AWS CloudFront,"Learn skills with rising demand. Storage and CDN services in Amazon cloud - AWS S3, EBS, EFS, CloudFront",https://udemy-images.udemy.com/course/480x270/1176238_3d8b_2.jpg,TetraTutorials Team,/aws-storage-and-cdn-services-s3-ebs-efs-cloudfront/,$194.99,IT & Software,294,Network & Security,134,4.64
1586,REST Assured Fundamentals,Quickly learn the fundamentals of REST Assured to add API Automation Testing to your Java code,https://udemy-images.udemy.com/course/480x270/1459426_4445_3.jpg,James Willett,/rest-assured-fundamentals/,$49.99,IT & Software,294,Other,140,4.83
1587,"Logistics and Supply Chains - Fundamentals,Design,Operations","Tactics, Tools, and Techniques for Moving Your End-to-End Global Supply Chain into the 21st Century",https://udemy-images.udemy.com/course/480x270/936952_aa4c_3.jpg,Operational Excellence Training,/logistics-and-supply-chains-fundamentalsdesignoperations/,$199.99,Business,268,Operations,36,4.18
1588,The Art & Science of Drawing / Shading: Beyond the Basics,How to take your shading skills from basic to advanced.,https://udemy-images.udemy.com/course/480x270/1342888_3e58_3.jpg,Brent Eviston,/the-art-science-of-drawing-shading-beyond-the-basics/,$24.99,Lifestyle,274,Arts & Crafts,180,4.82
1589,Angular 5 and Firebase - Build a Web App with Typescript,"Updated to Angular 5 (formerly Angular 2) - Learn how to build a Web Application using Angular,  Firebase and Typescript",https://udemy-images.udemy.com/course/480x270/965870_09e2_4.jpg,Angular University,/angular-firebase-application/,$149.99,Development,288,Web Development,8,4.33
1590,Mastering LINQ with C# and .NET,Learn .NET's secret sauce for querying collections and databases,https://udemy-images.udemy.com/course/480x270/1049954_456c_2.jpg,Dmitri Nesteruk,/linqlinq/,$49.99,Development,288,Programming Languages,12,4.51
1591,Consulting Business Masterclass: Start A Consulting Business,The Complete A-Z Consulting Course for Everyone Who Wants to Become Location-Independent,https://udemy-images.udemy.com/course/480x270/1428628_65ff.jpg,Business Hero,/consulting-business-masterclass-start-a-consulting-business/,$199.99,Business,268,Entrepreneurship,26,4.26
1592,SEO For WordPress [Beginners]: #1 Step-by-Step SEO System,"""SEO For WordPress: Discover How to Easily Get Your Website on Page #1 of Google, Yahoo! & Bing ..Fast!",https://udemy-images.udemy.com/course/480x270/626548_579a_4.jpg,Read2Learn: Kent Mauresmo,/seo-for-wordpress-tutorial-videos/,$199.99,Marketing,290,Search Engine Optimization,64,4.56
1593,Creative Thinking Genius Vol. 1:  Unleash Your Creativity,"How to Spark Your Creative Thinking - Quickly Generate Creative Ideas for Writing, Problem Solving & Business Creativity",https://udemy-images.udemy.com/course/480x270/660532_15e7_3.jpg,Ken Wells,/creativity-s/,$174.99,Personal Development,296,Creativity,164,4.38
1594,How To Generate Leads & Sales With Facebook Ads,How To Use Facebook Ads To Drive Leads And Customers Into Your Sales Funnels,https://udemy-images.udemy.com/course/480x270/1154002_bc2b.jpg,Nathan Williams,/how-to-generate-leads-sales-with-facebook-ads/,$199.99,Marketing,290,Advertising,76,4.66
1595,"Piano Keyboard Lessons: Read Music, Theory & Composition","Piano Keyboard Lessons: Music Theory, Composition & Production, Read Music & Piano Chords, Orchestration, Jazz Piano",https://udemy-images.udemy.com/course/480x270/1516546_0bab_2.jpg,Easy Learn,/piano-keyboard-lessons-read-music-theory-composition/,$184.99,Music,278,Instruments,296,4.42
