,Course,Description,Image,Instructor,Link,Price,PrimaryCategory,PrimaryCategoryID,PrimarySubcategory,PrimarySubcategoryID,Rating
1455,"Master DAX fundamentals : Power BI, Power Pivot & SSAS","The Fundamentals of Data Analysis and Modelling with DAX for Power BI, Power Pivot and Analysis Services",https://udemy-images.udemy.com/course/480x270/1227150_357d_3.jpg,Paula Guilfoyle,/master-dax-fundamentals-power-bi-power-pivot-ssas/,$194.99,Business,268,Data & Analytics,44,4.28
1456,The Art & Science of Drawing / FORM & SPACE,An Introduction to Volumetric Drawing,https://udemy-images.udemy.com/course/480x270/1071120_b439_2.jpg,Brent Eviston,/the-art-science-of-drawing-weeks-3-4-form-space/,$44.99,Lifestyle,274,Arts & Crafts,180,4.82
1457,Cognitive Behavioural Therapy (CBT) Life Coach Certification,CBT (Cognitive Behavioural Therapy) life coaching certification in cognitive behavioral Therapy coaching,https://udemy-images.udemy.com/course/480x270/1221956_427e_3.jpg,Libby Seery - Founder of Renaissance Life Therapies,/cbt-life-coach-certification/,$199.99,Health & Fitness,276,Mental Health,232,4.46
1458,From Raw to a Perfect Photo - Develop & Process Like a Pro,Learn how to turn your digital negatives into a successful artwork in Adobe Camera RAW & Photoshop,https://udemy-images.udemy.com/course/480x270/1333220_8c4c_3.jpg,Kasia Zmokla,/raw-to-perfect-photo/,$184.99,Photography,273,Photography Tools,198,4.2
1459,Creating Responsive Web Design,Learn how to optimize your webpages for different screen sizes and platforms.,https://udemy-images.udemy.com/course/480x270/8814_0329_5.jpg,Chris Converse,/creating-responsive-web-design/,$19.99,Design,269,Web Design,6,4.28
1460,Certified Ethical Hacker (CEH): Practice Certification Exams,CEH v9 (312-50) Bootcamp * 4 Practice Exams * Timed * 50 Questions Each * 200 Questions Total with full explanations,https://udemy-images.udemy.com/course/480x270/1483206_1f98_3.jpg,Jason Dion,/ethicalhacker/,$199.99,Test Prep,298,Other,350,4.36
1461,Adobe Photoshop CC Retouching and Effects Masterclass,Five Courses in One! Photoshop Retouching + Effects for Portrait Photography and More. Learn the Essentials to Advanced!,https://udemy-images.udemy.com/course/480x270/360214_d471_5.jpg,"Chad Neuman, Ph.D.",/photoshop-portrait-photography-techniques/,$94.99,Design,269,Design Tools,112,4.43
1462,Git Going Fast: One Hour Git Crash Course,"Learn the key concepts and basic workflow for Git and GitHub with this easy to follow, top rated, bootcamp-style course!",https://udemy-images.udemy.com/course/480x270/221696_d05a_4.jpg,Jason Taylor,/git-going-fast/,$19.99,Development,288,Development Tools,362,4.41
1463,Learn Italian Language:  Italian Course For Intermediate,Learn Italian Language fast and easy. Complete Italian Course for Intermediate with Visual Support.,https://udemy-images.udemy.com/course/480x270/1280746_bc5d_5.jpg,AbcEdu Online,/learn-italian-language-italian-course-for-intermediate/,$199.99,Language,279,Italian,276,4.52
1464,LinkedIn Marketing - Build A Brand and Generate Leads,"Create a killer LinkedIn profile, build a brand and generate email business leads",https://udemy-images.udemy.com/course/480x270/1298544_f3d9.jpg,Ali Mirza,/linkedin-marketing-strategy/,$174.99,Marketing,290,Social Media Marketing,66,4.53
1465,How To Start A Business: Business Ideas To Success,Entrepreneurship with less stress and more personal support from a seasoned expert. Create YOUR successful business now,https://udemy-images.udemy.com/course/480x270/176758_bdf3_4.jpg,Alex Genadinik,/how-to-start-a-business-go-from-business-idea-to-a-business/,$199.99,Business,268,Entrepreneurship,26,4.58
1466,Content Writing Mastery #1: Content Writing For Beginners,"The Complete Guide to Writing Web Content That Hooks, Engages and Sells - Modern Content Writing Techniques That Work",https://udemy-images.udemy.com/course/480x270/1353378_4ceb.jpg,Mike Dickson,/content-writing-mastery-1/,$199.99,Marketing,290,Content Marketing,80,4.49
1467,Master Advanced JavaScript: React,A Four Week Intermediate Course to Build Projects with React,https://udemy-images.udemy.com/course/480x270/1319662_0cd4.jpg,One Month,/master-advanced-javascript-react/,$29.99,Development,288,Programming Languages,12,4.47
1468,Learn Database Design with MySQL,A Complete Course to Master Database Design using MySQL,https://udemy-images.udemy.com/course/480x270/172572_3d16_6.jpg,Eduonix Learning Solutions,/learn-database-design-with-mysql/,$39.99,Development,288,Databases,16,4.29
1469,Absolute Introduction to Object Oriented Programming in Java,"Prerequisite to ""Master Object Oriented Design in Java"". ",https://udemy-images.udemy.com/course/480x270/448574_fddf_5.jpg,Imtiaz Ahmad,/absolute-introduction-to-object-oriented-programming-in-java/,$84.99,Development,288,Programming Languages,12,4.56
1470,How to Start and Grow Your Business,"Business Blueprint Series: Start a new startup, learn entrepreneurship skills, build and generate a sustainable company",https://udemy-images.udemy.com/course/480x270/1430576_89db.jpg,Skillay Academy,/how-to-start-and-grow-your-business/,$194.99,Business,268,Entrepreneurship,26,4.81
1471,Learn 2D Game Special Effect Animation in Photoshop,The best Game special effects animation course on the market,https://udemy-images.udemy.com/course/480x270/1008614_1607.jpg,Jaysen Batchelor,/learn-2d-game-special-effect-animation-in-photoshop/,$64.99,Design,269,3D & Animation,120,4.5
1472,R Tidyverse Reporting and Analytics for Excel Users,From Excel To Big Data and Interactive Dashboard Visualizations in 5 Hours,https://udemy-images.udemy.com/course/480x270/1437554_c769.jpg,Jonathan Ng,/r-tidyverse-reporting-and-analytics-for-excel-users/,$199.99,Development,288,Programming Languages,12,4.39
1473,The Podcast Masterclass: The Complete Guide to Podcasting,Your complete guide to recording and launching a podcast to grow your business with modern digital marketing techniques.,https://udemy-images.udemy.com/course/480x270/1417860_63bb_3.jpg,Phil Ebiner,/podcasting-masterclass/,$199.99,Marketing,290,Digital Marketing,62,4.65
1474,Develop Amazing Social Skills & Connect With People,"Develop Amazing Social Skills, Social Confidence, Communication Skills, Self Esteem, Charisma, Self confidence",https://udemy-images.udemy.com/course/480x270/1327004_268e_19.jpg,Alain Wolf,/powerful-social-skills/,$69.99,Personal Development,296,Self Esteem,168,4.52
1475,OpenStack: Public & Hybrid IaaS Cloud with OpenStack,OpenStack: Learn sought after skills with rising demand. Build your own Public & Hybrid IaaS Cloud with OpenStack!,https://udemy-images.udemy.com/course/480x270/868436_cfcf_7.jpg,TetraTutorials Team,/openstack-iaas-cloud-with-open-stack/,$194.99,IT & Software,294,Other,140,4.37
1476,Page Object Pattern in Selenium Webdriver,Drastically stabilize your automation tests bylearning the Page Object Pattern,https://udemy-images.udemy.com/course/480x270/987106_287e.jpg,Nikolay Advolodkin,/selenium-webdriver-page-objects/,$74.99,IT & Software,294,Other,140,4.67
1477,Master Your Portraits with Luminosity Masks in Photoshop,Learn the professional techniques to speed up your workflow and produce beautiful photographs in Photoshop,https://udemy-images.udemy.com/course/480x270/1243398_c2a2_2.jpg,Kasia Zmokla,/master-luminosity-masks/,$199.99,Photography,273,Photography Tools,198,4.59
1478,UiPath - RPA Robotic Process Automation,Learn the top RPA tool and automate your first process!,https://udemy-images.udemy.com/course/480x270/1346444_7555_4.jpg,Bryan Lamb,/uipath-robotic-process-automation/,$199.99,Business,268,Operations,36,4.29
1479,REST API Automation With REST Assured - An Introduction,"This course will help you get started with REST Assured, you will also learn how to write tests in REST Assured",https://udemy-images.udemy.com/course/480x270/1138282_bf63_9.jpg,Tejasvi Hegde,/rest-api-testing-with-rest-assuredpostman-part1/,$19.99,IT & Software,294,Other,140,4.42
1480,Sketching for Animators Who Can’t Draw,The fun and easy way to learn how to draw for animators who canâ€™t draw.,https://udemy-images.udemy.com/course/480x270/1189062_dc56.jpg,2D Animation 101 Courses,/sketching-for-animators-who-cant-draw/,$49.99,Design,269,3D & Animation,120,4.37
1481,Learn How to Code Using C#: The Basics of Programming,Learn How to Code from Scratch and the Basics of Software Development in this Intro C# Programming Course for Beginners,https://udemy-images.udemy.com/course/480x270/1297528_fa90_3.jpg,David Nixon,/learn-how-to-code-using-c-sharp-the-basics-of-programming/,$199.99,Development,288,Programming Languages,12,4.66
1482,Oracle PL/SQL Database Administration: 11g/12c DBA Developer,"Oracle PLSQL Database Administration: Become A Oracle DBA 11g, Goldengate 12c Developer, Advanced SQL Java Certification",https://udemy-images.udemy.com/course/480x270/1541542_f82c_2.jpg,Infinite Knowledge,/oracle-plsql-database-administration-11g12c-dba-developer/,$184.99,Development,288,Databases,16,4.31
1483,YouTube SEO: How to Rank #1 on YouTube,"Proven Step by Step Strategy, That You Can Implement Right Now, to Rank Your Videos in the First Page of YouTube SEO",https://udemy-images.udemy.com/course/480x270/934032_2297.jpg,Diego Davila,/youtubemaster/,$194.99,Marketing,290,Digital Marketing,62,4.5
1484,"Growth Hacking, Business Development: Marketing Fundamentals","Scale Your Business With Growth Hacking Marketing Techniques, Digital Marketing Strategy, Convert Traffic Into Sales",https://udemy-images.udemy.com/course/480x270/1222500_252c_3.jpg,Jean-Gabriel Paquette,/growth-hacking-business-development-marketing-fundamentals/,$184.99,Marketing,290,Growth Hacking,86,4.28
1485,Ruby On Rails: Stock Market App,Build a Cool Stock Quote App In Rails,https://udemy-images.udemy.com/course/480x270/1416774_e9bf.jpg,John Elder,/ruby-on-rails-stock-market-app/,$199.99,Development,288,Web Development,8,4.68
1486,Discover How to Draw and paint Comics,"Learn to draw and paint; from your imagination, guaranteed.",https://udemy-images.udemy.com/course/480x270/28556_e809_4.jpg,Neil Fontaine,/learn-to-draw-and-paint/,$64.99,Design,269,Graphic Design,110,4.48
1487,Learn AWS The Hard Way,A Very Simple Introduction to the Amazing World of Amazon Web Services (AWS),https://udemy-images.udemy.com/course/480x270/923290_5e56_2.jpg,Rohan Arora,/learn-aws-the-hard-way/,$149.99,IT & Software,294,IT Certification,132,4.24
1488,Cisco CCNA 200-125 : Full Course For Networking Basics,*Great hands-on configuration labs* *Learn networking basics* *Covers ALL Cisco CCNA Topics*  *Pass The Exam Easily !*,https://udemy-images.udemy.com/course/480x270/1253674_3d13_2.jpg,Networkel Inc.,/new-ccna-full-course/,$119.99,IT & Software,294,IT Certification,132,4.23
1489,Mastering IELTS Writing: Task 2 (Achieve Band 7+ in 5 Hours),Complete preparation to achieve the band score you need (Band 6 to Band 8) in IELTS Writing Task 2.,https://udemy-images.udemy.com/course/480x270/257626_b89a_6.jpg,Matt Rainsbury,/mastering-ielts-writing-task-2/,$99.99,Language,279,English,254,4.64
1490,Angular 2+ with Typescript - Essential Training,"Learn Angular 2 (or 4) from the ground up | This course combines a Project, Slides and Quizzes | Perfect for beginners",https://udemy-images.udemy.com/course/480x270/866460_eb8b_4.jpg,Patrick Schroeder,/angular-2-training/,$194.99,Development,288,Web Development,8,4.38
1491,The Willpower Solution,"A simple system for self-control to help you lose weight, be more productive and eliminate your worst habitsâ€‹",https://udemy-images.udemy.com/course/480x270/117100_536e_142.jpg,Dean Dwyer,/building-incredible-willpower/,$74.99,Personal Development,296,Influence,166,4.52
1492,CPA Marketing Mastery & Innovation,CPA Marketing Made Easy - You need little to no start up funds!,https://udemy-images.udemy.com/course/480x270/1311400_ff22_2.jpg,Bryan Guerra,/cpa-marketing-mastery-innovation/,$199.99,Business,268,Entrepreneurship,26,4.4
1493,AWS Certified Solution Architect - Associate,AWS Solution Architect - Associate Course,https://udemy-images.udemy.com/course/480x270/1236626_b910_2.jpg,Alan Rodrigues,/aws-solution-architect-associate/,$49.99,IT & Software,294,IT Certification,132,4.4
1494,Essential Guide to Making Apps Without Prior Experience,Learn ow to create your own business making an app with no programming skills required.,https://udemy-images.udemy.com/course/480x270/521580_ae96_6.jpg,Diego Guajardo,/essential-guide-to-making-apps-without-prior-experience/,$174.99,Business,268,Entrepreneurship,26,4.46
1495,Hollywood Filmmaking & Television Directing Masterclass,"Learn How to Become a Working Hollywood Director, Take Your Filmmaking  & Video Production to the Next Level",https://udemy-images.udemy.com/course/480x270/1107438_066f_3.jpg,Indie Film Hustle,/hollywood-film-television-video-directing-filmmaker/,$174.99,Photography,273,Video Design,218,4.42
1496,Read BETTER FASTER: Triple Your Speed Reading In Just 7 Days,"The BEST Lessons From Neuroscience And Speed Reading Techniques To Read Faster, Learn More And Boost Your Focus NOW!",https://udemy-images.udemy.com/course/480x270/1341646_32d1_2.jpg,Silviu Marisk,/speed-reading-mastery/,$199.99,Personal Development,296,Memory & Study Skills,172,4.43
1497,Beginners' guide to Cloud Computing and OpenStack,"Get introduced to OpenStack. Overview of cloud computing, infrastructure as a service (IaaS) and OpenStack.",https://udemy-images.udemy.com/course/480x270/955464_d2fc_5.jpg,TetraTutorials Team,/openstack-an-introduction-to-cloud-computing-and-openstack/,$19.99,IT & Software,294,Other,140,4.45
1498,HTTP to HTTPS - Secure your Website with SSL for Free,"Secure your Website and Speed It Up, Quickly & Easily, Using Cloudflare and a Free SSL Certificate.  Complete Guide.",https://udemy-images.udemy.com/course/480x270/1360234_5e19.jpg,Andrew Williams,/https-secure-website-ssl-certificate/,$94.99,Development,288,Web Development,8,4.69
1499,SEO Secrets Make More Money From FREE Google Traffic (2018),SEO: Learn Step-by-Step How to Create a Winning SEO (Search Engine Optimisation) Strategy to get more SEO Traffic!,https://udemy-images.udemy.com/course/480x270/250082_0bc4_7.jpg,Harold F. Rich,/seo-linkbuilding-training-course/,$194.99,Marketing,290,Search Engine Optimization,64,4.17
1500,Kanban: Productivity & Efficiency for Agile Lean Project,"Learn how to reduce bottlenecks, visualize workflow, with the kanban board and combine with scrum plus scrumban pointers",https://udemy-images.udemy.com/course/480x270/567564_cd9e.jpg,Paul Ashun,/kanban-board/,$194.99,Business,268,Project Management,38,3.96
1501,30 day challenge - learn to play the harmonica in one month!,"This could change your life; 2 mins a day, a little practice, a harmonica; get an easy music skill to enjoy and impress!",https://udemy-images.udemy.com/course/480x270/1390602_2087_3.jpg,Ben Hewlett,/30-day-challenge-learn-to-play-the-harmonica-in-one-month/,$74.99,Music,278,Instruments,296,4.29
1502,The Build a SAAS App with Flask Course,"Build a real world web app with Python, Flask and Docker. Learn to accept payments with Stripe and so much more.",https://udemy-images.udemy.com/course/480x270/856526_8cd8.jpg,Nick Janetakis,/the-build-a-saas-app-with-flask-course/,$99.99,Development,288,Web Development,8,4.52
1503,Candlestick & Stock Trading: Technical Analysis & Forex,"Candlestick Patterns & Charts, Algorithmic, Stock Trading & Technical Analysis: Forex Investing, Supply And Demand",https://udemy-images.udemy.com/course/480x270/1539698_ff59_3.jpg,Grow Your Mind,/candlestick-stock-trading-technical-analysis-forex/,$184.99,Business,268,Finance,24,4.38
1504,Swift 4 - Learn to Code with Apple's New Language,"Learn to Program Swift 4 with Xcode Playgrounds and be part of the world's fastest-growing programming language, iOS 11!",https://udemy-images.udemy.com/course/480x270/1392258_6b1f_2.jpg,Nick Walter,/swift-4-learn-to-code-with-apples-new-language/,$199.99,Development,288,Programming Languages,12,4.75
1505,Quantitative Finance & Algorithmic Trading in Python,"Stock market, Markowitz-portfolio theory, CAPM, Black-Scholes formula, value at risk, monte carlo simulations, forex",https://udemy-images.udemy.com/course/480x270/1350350_4e10_2.jpg,Holczer Balazs,/quantitative-finance-algorithmic-trading-in-python/,$34.99,Business,268,Finance,24,4.18
1506,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",Learn modern web design and code responsive websites from scratch using HTML5 and CSS3. Develop and code a huge project.,https://udemy-images.udemy.com/course/480x270/874960_012c.jpg,Filip Kordanovski,/build-a-responsive-website-with-html5-css3-and-bootstrap-4/,$99.99,Development,288,Web Development,8,4.56
1507,How to Create an Awesome Online Course,Miguel Hernandez reveals all the secrets he uses to make over 90K a year teaching online,https://udemy-images.udemy.com/course/480x270/15794_4fcf_4.jpg,Miguel Hernandez,/how-to-create-an-awesome-online-course/,$199.99,Teacher Training,277,Instructional Design,246,4.51
1508,Double Your Productivity By Tomorrow Morning: 12 Step Guide,Simple Counter-Intuitive Strategies You Can Use Immediately To Be More Productive And Master Time Management,https://udemy-images.udemy.com/course/480x270/518540_9c4d_8.jpg,Brandon Hakim,/time-management-become-more-productive/,$194.99,Personal Development,296,Productivity,144,4.45
1509,Leadership: Practical Leadership Skills,Master leadership skills and leadership techniques with this highly practical advice and training,https://udemy-images.udemy.com/course/480x270/613808_3c1c_5.jpg,Chris Croft,/practical-leadership/,$89.99,Business,268,Management,30,4.63
1510,HTML5 and CSS3 Beginner Tutorial - Build Responsive Websites,Learn HTML5 and CSS3 step by step from Scratch basic to advanced. build modern responsive websites with HTML5 and CSS3,https://udemy-images.udemy.com/course/480x270/1533052_fa3e_2.jpg,Abdull Waheed,/html5-and-css3-tutorial-build-modern-responsive-websites/,$199.99,Design,269,Web Design,6,4.64
1511,How to Get Free Products for Life!,Learn how to get so many Free Products you'll be giving most of them away...,https://udemy-images.udemy.com/course/480x270/1312962_e184.jpg,Bryan Guerra,/how-to-get-free-products-for-life/,$119.99,Lifestyle,274,Other,194,4.45
1512,BDD in C# - using Specflow (Cucumber) to develop a REST API and automate software testing,Learn how to develop software in Behaviour Driven Development (BDD) using Specflow -  part of the Cucumber software family of tools for software testing automation.,https://udemy-images.udemy.com/course/480x270/1485842_190a_3.jpg,Binary Brain,/bdd-in-c-using-specflow-cucumber-to-develop-a-rest-api/,$54.99,Development,288,Software Testing,18,4.86
1513,"Create a Spotify Clone from Scratch - JavaScript, PHP, MySQL","Learn JavaScript, PHP and MySQL by building your own music streaming website from scratch! A COMPLETE walk through!",https://udemy-images.udemy.com/course/480x270/1188176_a4be_2.jpg,Reece Kenney,/spotify-clone/,$49.99,Development,288,Web Development,8,4.82
1514,Scrum Master Training : Case Studies and Confessions,Learn from 7 case studies based on scrum projects -  how to deal with difficult people and challenging situations,https://udemy-images.udemy.com/course/480x270/656720_acc9_5.jpg,Paul Ashun,/scrum-case-studies/,$194.99,Business,268,Project Management,38,4.15
1515,Negotiation A-Z™: Inside Secrets from a Master Negotiator,Negotiating Agreement Without Giving In. How To Get What You Want. Negotiating in Difficult Situations.,https://udemy-images.udemy.com/course/480x270/701188_a1b1_3.jpg,Akshay Goel,/neuro-negotiation-system-become-number-one-negotiator-and-make-or-save-money/,$199.99,Business,268,Communications,28,4.63
1516,Google Analytics: Double Your Conversions With No Extra Cost,Discover How to Use Google Analytics For Your Business to Get Conversions Through Deeper Understanding of Web Analytics,https://udemy-images.udemy.com/course/480x270/807962_7687_4.jpg,Boost Top,/google-analytics-training-online/,$199.99,Marketing,290,Analytics & Automation,72,4.58
1517,The Bootstrap for Rapid Web Development Course Alpha Ver,Learn Bootstrap and how to apply Bootstrap to create amazing responsive ready websites quickly and easily,https://udemy-images.udemy.com/course/480x270/980462_05eb_3.jpg,Joe Parys,/learn-bootstrap-course/,$199.99,Design,269,Web Design,6,4.3
1518,PostgreSQL: From Zero to Hero,Master one of the great open source databases.,https://udemy-images.udemy.com/course/480x270/1368384_73ad.jpg,Will Bunker,/postgresql-from-zero-to-hero/,$124.99,Development,288,Databases,16,4.42
1519,Photoshop Effects - Create Stunning Photo Effects,Create Photoshop Effects from scratch. Make popular photographic effects in Adobe Photoshop by doing practical projects.,https://udemy-images.udemy.com/course/480x270/966300_6062_3.jpg,Jeremy Deighan,/photoshop-effects-photo-effects/,$199.99,Photography,273,Photography Tools,198,4.45
1520,Javascript Programming For Everyone,Learn To Code Javascript The Fast and Easy Way!,https://udemy-images.udemy.com/course/480x270/1564738_bea2_5.jpg,John Elder,/javascript-programming-for-everyone/,$199.99,Development,288,Programming Languages,12,4.46
1521,Bestselling T-shirt Design Masterclass For Non-Designers,"Learn How To Do T-shirt Design With Step-By-Step Tutorials And Grow Your T-shirt Business | Merch By Amazon, Teespring",https://udemy-images.udemy.com/course/480x270/1452958_2e7f_4.jpg,Masuk Sarker Batista,/t-shirt-design-for-non-designers/,$149.99,Design,269,Graphic Design,110,4.64
1522,MuseScore: Mastering Music Notation Free Software,"Learn to use the powerful free program MuseScore for composition, theory, film scoring, guitar tablature, and more.",https://udemy-images.udemy.com/course/480x270/1488260_3e0f.jpg,Jason Allen,/musescore-mastering-music-notation-free-software/,$19.99,Music,278,Music Software,306,4.72
1523,The Art of Mindfulness Meditation:  Mindfulness Made Simple,Mindfulness Training System - How to Meditate Without Silencing Your Mind - Meditation Techniques for Everyone,https://udemy-images.udemy.com/course/480x270/722462_8b5f_2.jpg,Ken Wells,/mindfulness-meditation/,$199.99,Health & Fitness,276,Meditation,242,4.41
1524,Serverless Workflow Management with AWS Step Functions,Using Amazon Web Services step functions to orchestrate micro services into state-machines to perform business process,https://udemy-images.udemy.com/course/480x270/1033944_973c_3.jpg,Mahmoud Matouk,/aws-step-functions/,$49.99,Development,288,Web Development,8,4.5
1525,Beginner to Pro in PowerPoint: Complete PowerPoint Training,PowerPoint lessons that are easy to apply at work! Become the top PowerPoint user in your office. #1 PowerPoint training,https://udemy-images.udemy.com/course/480x270/383414_6091_4.jpg,365 Careers,/powerpoint-master-class-for-business-and-finance-graduates/,$149.99,Business,268,Finance,24,4.38
1526,Painting Faces with the Power of Photoshop,Master a Timeless Art Form using the Digital Medium,https://udemy-images.udemy.com/course/480x270/1300596_6ef6.jpg,Hardy Fowler,/painting-faces/,$59.99,Design,269,Graphic Design,110,4.72
1527,"Learn the ""Hand-Painted"" texturing style for video games",How to texture weapons and assets for your game props in the classic hand-painted texturing style!,https://udemy-images.udemy.com/course/480x270/81706_a428_4.jpg,3dmotive LLC,/3dmotive-learn-the-hand-painted-texturing-style-for-video-games/,$29.99,Design,269,Game Design,116,4.53
1528,Shopify Tyrant: How To Start An Ecommerce Biz From Scratch,Learn everything you need about Shopify to earn a profitable income from home working less than 1 hour a day.,https://udemy-images.udemy.com/course/480x270/1031662_a03f.jpg,Niche Tyrant,/how-to-make-money-online-with-shopify/,$94.99,Business,268,Home Business,46,4.39
1529,Angular 5 Advanced MasterClass & FREE E-Book,"Covers Angular 5 (formerly Angular 2) - Build Your Own Library,  Learn Advanced Angular 5 Features",https://udemy-images.udemy.com/course/480x270/1204590_1120.jpg,Angular University,/angular-advanced-masterclass/,$149.99,Development,288,Web Development,8,4.43
1530,"Mastering Photoshop CC 2017 Learn like Pro, with 2018 update","â€‹BASICS, ADVANCE and ULTRA ADVANCE, Portrait Retouching, Video Editing, PSD FILES  - ALL OF THIS IN ONE SINGLE COURSE",https://udemy-images.udemy.com/course/480x270/1284780_fa93.jpg,Abhijeet Sojwal,/adobe-photoshop-cc-for-beginners-online/,$199.99,Design,269,Graphic Design,110,4.48
1531,Hacking with macOS - Build 18 Desktop Apps with Swift 4,Build Amazing Desktop Apps with macOS High Sierra using Swift 4,https://udemy-images.udemy.com/course/480x270/1400762_f67a_3.jpg,Stephen DeStefano,/hacking-with-macos-and-swift4/,$199.99,Development,288,Software Engineering,20,4.53
1532,Perfect English Pronunciation: British English,Learn English pronunciation from a native British speaker to take your accent to the next level,https://udemy-images.udemy.com/course/480x270/909542_eca2_2.jpg,Anthony Kelleher,/perfect-pronunciation-british-english/,$39.99,Language,279,English,254,4.72
1533,Assertiveness Basics: The 50-minute Communication Guide,Communication Skills. Confidence. Body Language. Stress Management. Social Dynamics. Personal Development.,https://udemy-images.udemy.com/course/480x270/792270_7d86_2.jpg,Dr. Roy Naraine,/assertiveness-basics-the-30-minute-communication-guide/,$99.99,Personal Development,296,Influence,166,4.3
1534,The Complete List Building Course: All Levels,"Copy & paste our business model and build an active list of 10,000 subscribers in no time.",https://udemy-images.udemy.com/course/480x270/432064_480d_3.jpg,Sandor Kiss,/list-building-secrets-copy-paste/,$199.99,Business,268,Home Business,46,4.53
1535,Become an iOS/Android Game Developer with Unity 2017,Re-create the most popular apps and publish them to the App Store / Play Store.,https://udemy-images.udemy.com/course/480x270/1312930_395a_4.jpg,Dragan Neskovic,/iosgamedev/,$194.99,Development,288,Mobile Apps,10,4.26
1536,Business Analyst: Project Management Techniques and Tools,Learn project management techniques to increase your project success rate as a Business Analyst!,https://udemy-images.udemy.com/course/480x270/909354_8ed0_6.jpg,Jeremy Aschenbrenner | The BA Guide,/project-management-for-business-analyst/,$109.99,Business,268,Data & Analytics,44,4.5
1537,"NodeJs, MEAN Stack & MongoDB: JavaScript, AngularJS, Web Dev","NodeJs & MEAN Stack Developers: Advanced Javascript For Beginners, Wordpress Development, Typescript Angular & Angularjs",https://udemy-images.udemy.com/course/480x270/1531584_946c_2.jpg,Infinite Knowledge,/nodejs-mean-stack-mongodb-javascript-angularjs-web-dev/,$184.99,Development,288,Web Development,8,4.43
1538,Learn Pixel Art for Games,Understand creating Pixel Art for use in Games,https://udemy-images.udemy.com/course/480x270/1467300_0681.jpg,James Doyle,/pixelart/,$99.99,Design,269,Game Design,116,4.69
1539,A 30-Minute Solution To Double Your Confidence & Self-Esteem,"In this complete 30-minute course students will learn to double confidence, self-esteem, & feel great about themselves!",https://udemy-images.udemy.com/course/480x270/1390632_58ba.jpg,Joe Parys,/confidencesolution/,$199.99,Personal Development,296,Self Esteem,168,4.28
1540,Songwriting in Logic Pro X for Electronic Music Producers!,"Join Successful students in Songwriting, Composing, Arranging + Producing Music for Electronic Producers in Logic Pro X",https://udemy-images.udemy.com/course/480x270/1344682_470f_2.jpg,Tomas George,/songwritinglogicpro/,$194.99,Music,278,Production,298,4.36
1541,How to Build Muscle and Lose Fat,Fitness and Nutrition for Your Personal Goals!,https://udemy-images.udemy.com/course/480x270/1285624_49e2.jpg,Bryan Guerra,/how-to-build-muscle-and-lose-fat/,$199.99,Health & Fitness,276,Fitness,222,4.22
1542,Applied Statistical Modeling for Data Analysis in R,Your Complete Guide to Statistical Data Analysis and Visualization For Practical Applications in R,https://udemy-images.udemy.com/course/480x270/1205354_185e_2.jpg,Minerva Singh,/applied-statistical-modeling-for-data-analysis-in-r/,$199.99,Academics,300,Math & Science,378,4.43
1543,How To Build An Outsourced Lead Generation Machine,Learn how to build a team of outsourcers and system to create targeted leads for your business at a fraction of the cost,https://udemy-images.udemy.com/course/480x270/875542_bf1d_3.jpg,Scott Britton,/outsourced-lead-generation-machine/,$194.99,Business,268,Sales,32,4.43
1544,Complete web development bootcamp. From beginner to EXPERT!,"Best on HTML, HTML5, CSS, CSS3, Bootstrap, JavaScript, jQuery, SQL,PHP,Blog, YouTube, Mailchimp, WordPress & Web Hosting",https://udemy-images.udemy.com/course/480x270/1359608_2ee1_9.jpg,George Steve {WD},/web-developer/,$199.99,Development,288,Web Development,8,4.51
1545,Master Color in Photoshop CC,Learn professional techniques targeting color in photography.,https://udemy-images.udemy.com/course/480x270/1088546_ef23_2.jpg,Kasia Zmokla,/master-color-in-photoshop-cc/,$199.99,Photography,273,Digital Photography,370,4.39
1546,Python for Beginners: Learn Python Programming (Python 3),"Learn Python Programming the Easy Way, Complete with Examples, Quizzes, Exercises and more. Learn Python 2 and Python 3.",https://udemy-images.udemy.com/course/480x270/666914_6c60_3.jpg,Jason Cannon,/python-programming-projects/,$199.99,Development,288,Programming Languages,12,4.48
1547,Project Based Salesforce Admin & Adv Admin Hands-On Training,The objective is to make you a Successful Solo Salesforce Administrator even if you have no prior CRM experience,https://udemy-images.udemy.com/course/480x270/630716_8a2d_7.jpg,Archana Rajendran,/project-based-salesforce-admin-adv-admin-hands-on-training/,$49.99,IT & Software,294,IT Certification,132,4.43
1548,HDPCD:Spark using Python (pyspark),Prepare for Hortonworks HDP Certified Developer - Spark using Python as programming language,https://udemy-images.udemy.com/course/480x270/1360384_e0a1_3.jpg,Durga Viswanatha Raju Gadiraju,/hdpcd-spark-using-python-pyspark/,$159.99,IT & Software,294,IT Certification,132,4.3
1549,Cryptocurrency Privacy Coins: Huge Returns/Financial Freedom,"Bitcoin is the entry point into cryptocurrencies but from there, privacy coins are next. Find out my Top 3 Privacy Coins",https://udemy-images.udemy.com/course/480x270/1509038_8c2b_2.jpg,Charlie Maginness,/cryptocurrency-privacy-coins-huge-returns-financial-freedom/,$119.99,Business,268,Finance,24,4.72
